DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,GRADE
ESTIATORIO MILOS,125,WEST   55 STREET,10019,2122457400,Seafood,A
PROHIBITION,503,COLUMBUS AVENUE,10024,2125793100,American,A
RED STAR,2060,ACP JR BLVD,10027,2128063988,Chinese,A
LA CABANA SALVADORENA RESTAURANT,4384,BROADWAY,10040,2129287872,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
BEAUTIFUL MEMORY DESSERT,69A,BAYARD STREET,10013,2127881888,"Juice, Smoothies, Fruit Salads",A
DORRIAN'S RED HAND RESTAURANT,1616,2 AVENUE,10028,2127726660,Irish,A
SWEETCATCH POKE BAR,642A,LEXINGTON AVE,10022,2125931020,Hawaiian,A
CHICKEN BAR,717,8 AVENUE,10036,2122455111,Chicken,A
DANCING CRANE EXPRESS (Arsenal),830,5 AVENUE,10065,2122886077,Caf̩/Coffee/Tea,A
SIMON SIPS,1185,AVENUE OF THE AMERICAS,10036,2123542100,Caf̩/Coffee/Tea,A
D NAPOLI PIZZA,906,3 AVENUE,10022,2122073848,Pizza,A
EAT-A-BAGEL (ANDREW J. BARBERI FERRY),12,WHITEHALL FERRY TERMINAL,10004,7182738400,Bagels/Pretzels,A
JACKSON HOLE,521,THIRD AVENUE,10016,2126793264,American,A
VICTOR'S CAFE,236,WEST   52 STREET,10019,2125867714,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
BEN'S PIZZA,123,MACDOUGAL ST,10012,2126770976,Pizza,A
JING FONG RESTAURANT,20,ELIZABETH STREET,10013,2129645256,Chinese,A
OREN'S DAILY ROAST,29,WAVERLY PL,10003,2124205958,Caf̩/Coffee/Tea,A
CASA,72,BEDFORD STREET,10014,2123669410,Brazilian,A
PURE THAI RESTAURANT,766,9 AVENUE,10019,2125810999,Thai,A
THE AUSTRALIAN,20,WEST 38 STREET,10018,2128698601,Australian,A
GOOGLE-TRUCK PIT,111,8 AVENUE,10011,2125659548,American,A
LEON BAKERY,695,9 AVENUE,10036,2124896677,Bakery,A
ROOM SERVICE,690,9TH AVE,10036,2125820999,Thai,A
LA GUADALUPANA RESTAURANT,3825,BROADWAY,10032,2129285989,Spanish,A
SABOR TROPICAL,143,SHERMAN AVE,10034,2123045144,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
DOS CAMINOS,373,PARK AVENUE SOUTH,10016,2122941000,Mexican,A
JJ'S CAFE,524,WEST   59 STREET,10019,2124841333,American,A
LA ISLA CAFE RESTAURANT,212,DELANCEY STREET,10002,2125984752,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
XIN WEI NING /D & M BAKERY INC,83,ESSEX ST,10002,6463710036,Bakery,A
SPRINKLES CUPCAKES,2,PENN PLZ,10121,6468337530,Bakery,A
PALACE RESTAURANT,122,E 57TH ST,10022,2123198989,Greek,A
BRAVO PIZZA,107,W 37TH ST,10018,9177477156,Jewish/Kosher,A
WILFIE & NELL,228,WEST    4 STREET,10014,2122422990,Irish,A
ANTONUCCI,168-170,EAST 81 STREET,10028,2125705100,Italian,A
GIRELLO,16,NORTH MOORE STREET,10013,2129410109,Italian,A
A-1 PIZZA SHOP,505,GRAND STREET,10002,2125330214,Pizza,A
HOAGIE'S HEROS,1650,3RD AVE,10128,2124279840,Delicatessen,A
AUX EPICES,121,BAXTER STREET,10013,2122748585,Asian,A
L'AILE OU LA CUISSE (L'A.O.C),314,BLEECKER ST,10014,2126759463,French,A
BEACH CAFE,1326,2 AVENUE,10021,2129887299,American,A
STARBUCKS,340,MADISON AVENUE,10173,2128670928,Caf̩/Coffee/Tea,A
EUROPA CAFE,11,PENN PLAZA,10001,2126953939,Sandwiches/Salads/Mixed Buffet,A
MILON BANGLADESH & INDIAN RESTAURANT,93,1 AVENUE,10003,2122284896,Bangladeshi,A
RASPBERRY DELI & GROCERY,2127,2 AVENUE,10029,2128602615,Delicatessen,A
PACE UNIVERSITY - CAFE 101,1,PACE PLAZA,10038,2123461283,American,A
STARBUCKS,32,AVE OF THE AMER,10013,2129660984,Caf̩/Coffee/Tea,A
CARLOW EAST,1254,LEXINGTON AVENUE,10028,2127446397,American,A
UNTITLED,99,GANSEVOORT ST,10014,6466665503,American,A
PRET A MANGER,1071,AVENUE OF THE AMERICAS,10018,2128401064,Sandwiches/Salads/Mixed Buffet,A
LE PAIN QUOTIDIEN,16,EAST   44 STREET,10017,2129222976,Bakery,A
POTBELLY SANDWICH WORKS,30,ROCKEFELLER CENTER,10020,6462894203,Sandwiches/Salads/Mixed Buffet,A
THE THIRD MAN,116,AVENUE C,10009,6465523692,American,A
Cascalote Latin Bistro,2126,2ND AVENUE,10029,6463516574,Mexican,A
PORTO BELLO RESTAURANT,208,THOMPSON STREET,10012,2124737794,Italian,A
ONE LENOX,1113,1ST AVE,10065,2128048464,American,A
BENJAMIN STEAK HOUSE,52,EAST   41 STREET,10017,2122979177,Steak,A
RARE BAR & GRILL,303,LEXINGTON AVENUE,10016,2124811999,American,A
PARIS BAGUETTE CAFE,2568,BROADWAY,10025,2126780404,Bakery,A
MOZZARELLA & VINO,33,WEST   54 STREET,10019,6466928849,Italian,A
NUTRI GLOBAL,1653,SAINT NICHOLAS AVE,10040,2015198773,Caf̩/Coffee/Tea,A
BALI KITCHEN,128,E 4TH ST,10003,6466784784,Indonesian,A
ESSEN,60,MADISON AVENUE,10010,2122136969,American,A
PATRON MEXICAN GRILL,608,9 AVENUE,10036,2129579050,Mexican,A
PYE BOAT NOODLE,1711,2 AVENUE,10128,2124273077,Thai,A
NUMERO 28,1431,1 AVENUE,10021,2127728200,Italian,A
V-BAR & CAFE,225,SULLIVAN STREET,10012,2122535740,American,A
THE EAST POLE,133,EAST 65TH ST,10065,2122492222,American,A
HUDSON FOOD COURT,333,HUDSON STREET,10013,2123672192,American,A
THE CHURCHILL TAVERN,45,EAST   28 STREET,10016,6464768419,English,A
RIPOSO 46,667,9 AVENUE,10036,2122478018,Italian,A
ANDY'S CAFETERIA (HPD BUILDING),100,GOLD ST,10038,2128636121,American,A
OCEAN PRIME,123,W 52ND ST,10019,2129561404,American,A
MADISON RESTAURANT,965,1 AVENUE,10022,2124210948,American,A
PAUL BAR RESTAURANT & LOUNGE,32,W 29TH ST,10001,2019374199,American,A
KISSATEN JIN,3187,BROADWAY,10027,6464902888,Japanese,A
CAFE MANNA,20,EAST   16 STREET,10003,2129292281,American,A
KUNG FU TEA,28,SAINT MARKS PL,10003,9172854285,Caf̩/Coffee/Tea,A
EL AGUILA,1634,LEXINGTON AVENUE,10029,2124262221,Mexican,A
DEB'S,200,VARICK STREET,10014,2126754550,American,A
GALAXY  DINER,665,9 AVENUE,10036,2125864885,American,A
KAMBI RAMEN,351,EAST   14 STREET,10003,2122281366,Japanese,A
W K RESTAURANT,69,BAYARD ST,10013,2122271333,Chinese,A
NOODLE Q,2,E BROADWAY,10038,2122198223,Chinese,A
MILANES SPANISH RESTAURANT,168,WEST   25 STREET,10001,2122439797,Spanish,A
CORNER CAFE AND BAKERY,1645-1651,THIRD AVENUE,10128,2128608060,American,A
STARBUCKS,110,CHURCH STREET,10007,2125131451,Caf̩/Coffee/Tea,A
AMERICAN WHISKEY,247,W 30TH ST,10001,2129671070,American,A
MAPO TOFU,338,LEXINGTON AVENUE,10016,2128678118,Chinese,A
"TACO BELL, PIZZA HUT EXPRESS",18,EAST   14 STREET,10003,2126458645,Pizza,A
12 CHAIRS,56,MACDOUGAL STREET,10012,2122548640,American,A
COPPOLA'S,206,WEST   79 STREET,10024,2128773840,Italian,A
THE BLUEBELL CAFE,293,3 AVENUE,10010,6466492389,Continental,A
PHYSICAL GRAFFITI,96,ST MARKS PLACE,10009,2124777334,Caf̩/Coffee/Tea,A
AUGUST GATHERINGS,266,CANAL ST,10013,2122741535,Chinese,A
FLATIRON HALL,38,WEST 26TH ST,10010,6467903200,American,A
HOUNDSTOOTH PUB,520,8 AVENUE,10018,2126430034,American,A
HOP KEE RESTAURANT,21,MOTT STREET,10013,2129648365,Chinese,A
TARTINERY (THE PLAZA SHOPS),1,W 58TH STREET,10019,6467553231,American,A
H & H MIDTOWN BAGELS EAST,1551,2 AVENUE,10028,2127347441,Bagels/Pretzels,A
BREADS BAKERY,1890,BROADWAY,10023,2126971463,Bakery,A
DEATH & CO,433,EAST    6 STREET,10009,2123880882,American,A
CAMAJE,85,MACDOUGAL STREET,10012,2126738184,French,A
BLANK SLATE,121,MADISON AVE,10016,2126837800,American,A
TEQUILA CHITO'S MEXICAN GRILL,358,WEST   23 STREET,10011,2124630535,Mexican,A
LANGANS BAR & RESTAURANT,150,WEST   47 STREET,10036,2128695482,Irish,A
ZARO'S BREAD BASKET,89,EAST   42 STREET,10017,2122920163,Bakery,A
EL RINCON DEL SABOR LATINO,74,W 47TH ST,10036,2128400101,Spanish,A
THE CENTRAL BAR,109,EAST    9 STREET,10003,2125295333,American,A
POST BILLIARDS CAFE,154,POST AVENUE,10034,2125691840,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
CHIU HONG BAKERY,161,MOTT STREET,10013,2129667664,Bakery,A
CABRINI 181,854,WEST  181 STREET,10033,2129232233,American,A
"DUNKIN' DONUTS, BASKIN ROBBINS",406,AVENUE OF THE AMERICAS,10011,2123959280,Donuts,A
LANDMARC,179,WEST BROADWAY,10013,2123433883,French,A
SILK ROAD CAFE,30,MOTT ST,10013,6462399935,Caf̩/Coffee/Tea,A
SERENGETI TEAS & SPICES,2292,FREDERICK DOUGLAS BLVD,10027,2128667100,Caf̩/Coffee/Tea,A
CAFFE NOI ESPRESSO BAR,1465,2 AVE,10075,6464767137,Caf̩/Coffee/Tea,A
LAVO NEW YORK,39,EAST 58TH STREET,10022,2127505588,Italian,A
BOBA GUYS,23,CLINTON ST,10002,6179019264,Other,A
WALLFLOWER,235,W 12TH ST,10014,6466829842,French,A
GREENWICH TREEHOUSE,46,GREENWICH AVENUE,10011,2126750395,American,A
BLT STEAK,106,EAST 57 STREET,10022,2127527470,Steak,A
CAKE SHOP,152,LUDLOW STREET,10002,2122530036,Caf̩/Coffee/Tea,A
EMPIRE CHINESE RESTAURANT,1635,SAINT NICHOLAS AVE,10040,2129232467,Chinese,A
BURGER KING,106,LIBERTY ST,10006,9173381887,Hamburgers,A
MIN JIANG MINI CAFE,67,ELDRIDGE ST,10002,3474466658,Chinese,A
A&H DELI,431,7TH AVE,10001,2125636200,American,A
STARBUCKS,80,DELANCEY STREET,10002,9175341397,Caf̩/Coffee/Tea,A
TARTINERY,209,MULBERRY STREET,10012,2123005838,French,A
TIFFANY & COMPANY,727,5 AVENUE,10022,2126054015,American,A
OCEANA,120,WEST   49 STREET,10019,2127595941,Seafood,A
EL CHEVERE CUCHIFRITOS,2000,3 AVENUE,10029,2124273952,Spanish,A
JUST SALAD,1471,THIRD AVE,10028,6468670957,Salads,A
MILANES SPANISH RESTAURANT,168,WEST   25 STREET,10001,2122439797,Spanish,A
MCDONALD'S,966,3RD AVE,10022,2127535360,Other,A
VYNL,756,9TH AVE,10019,2129742003,American,A
STARBUCKS,585,2 AVENUE,10016,2126841299,Caf̩/Coffee/Tea,A
FOOD FOR THOUGHT CATERED EVENTS,130,WEST   25 STREET,10001,2129294689,American,A
UNTAMED SANDWICHES,43,W 39TH ST,10018,6466699397,American,A
CHRISTIE'S,20,ROCKEFELLER PLAZA,10020,2126362278,American,A
CARMA,507,E 6TH ST,10009,2122289688,Asian,A
SHUN CHEONG iKITCHEN,2-4,WEST 111 STREET,10026,2123488889,Chinese,A
ROSSY'S BAKERY & COFFEE SHOP,242,EAST    3 STREET,10009,2122532424,Spanish,A
HOP KEE RESTAURANT,21,MOTT STREET,10013,2129648365,Chinese,A
9TEN RESTAURANT,910,7TH AVE,10019,6464272834,American,A
RA AT BARCLAYS,1301,AVENUE OF THE AMERICAS,10019,2123206939,American,A
PAPA JOHN'S,701,WEST  179 STREET,10033,2127957272,Pizza,A
THALIA,828,8 AVENUE,10019,2123994444,American,A
LA OZEN ASIAN FUSION CUISINE,760,AMSTERDAM AVE,10025,9177323397,Asian,A
FIVE GUYS FAMOUS BURGERS AND FRIES,343,7 AVENUE,10001,2125649804,American,A
MACARON PARLOUR,44,HESTER ST,10002,2123879169,Bakery,A
RESERVIOR,70,UNIVERSITY PL,10003,2124750770,American,A
THE IRISH EXIT,978,2 AVENUE,10022,2127558383,Irish,A
UNDERLINE COFFEE,511,W. 20TH STREET,10011,3473314677,Caf̩/Coffee/Tea,A
ANDO,31,W 14TH ST,10011,2014248136,American,A
CITY DINER,2441,BROADWAY,10024,2128772720,American,A
POPEYES LOUISIANA KITCHEN,240,WEST   40 STREET,10018,2127647071,American,A
VIVE LA CREPE!,51,SPRING STREET,10012,6464846897,French,A
GLAZE TERIYAKI GRILL,139,4 AVENUE,10003,2124209400,Japanese,A
PRET A MANGER,825,8 AVENUE,10019,2124598971,Sandwiches/Salads/Mixed Buffet,A
HAWA,247,8TH AVE,10011,7187096158,"Juice, Smoothies, Fruit Salads",A
MCDONALD'S,151,WEST   34 STREET,10001,2125941964,Hamburgers,A
MULTI TASTES DINER,23,ST JAMES PLACE,10038,2125878880,American,A
HARVARD CLUB,27,WEST   44 STREET,10036,2128406600,American,A
MCDONALD'S,1286,1 AVENUE,10021,2122493551,Hamburgers,A
Caf̩ Medi/ Jia Lounge,107,RIVINGTON STREET,10002,2124752600,American,A
TIMMY'S BY THE RIVER,1737,YORK AVENUE,10128,2128609191,American,A
POMODORO,518,9 AVENUE,10018,2122397019,Italian,A
AMSTERDAM GOURMET,403 A,AMSTERDAM AVENUE,10024,2123621525,Delicatessen,A
E.A.T. CAFE,1064,MADISON AVENUE,10028,2127720022,American,A
CAFE K,8,EAST   48 STREET,10017,2126885373,Jewish/Kosher,A
CHINA MOON,7,EAST 47 STREET,10017,2122074787,Chinese,A
ANFORA,34,8 AVENUE,10014,2125182722,Italian,A
54 BELOW,254,WEST   54 STREET,10019,6464763551,American,A
MOMOFUKU MILK BAR UWS,561,COLUMBUS AVENUE,10024,2122560586,Caf̩/Coffee/Tea,A
SUBWAY,300,W 17TH ST,10011,2126330300,Sandwiches/Salads/Mixed Buffet,A
KLIMAT,77,EAST 7 STREET,10003,9172140589,Polish,A
BRODY'S BAGELS,125,FULTON STREET,10038,2126190300,Bagels/Pretzels,A
DAVE & BUSTER'S,234,WEST   42 STREET,10036,6464952015,American,A
GROUND-CENTRAL,800,2ND AVE,10017,6464845697,Caf̩/Coffee/Tea,A
ESSEX,120,ESSEX STREET,10002,2125339616,American,A
WINDFALL,23,WEST   39 STREET,10018,2128694606,American,A
MAZAAR,137,ESSEX ST,10002,2122544440,Middle Eastern,A
HEARTLAND BREWERY,350,5 AVENUE,10118,2125633433,American,A
HANA SUSHI,211,7 AVENUE,10011,2126209950,Japanese,A
BEER AUTHORITY,300,WEST   40 STREET,10018,2125108415,American,A
ROSE BAKERY,160,LEXINGTON AVE,10016,6468377754,French,A
PROHIBITION,503,COLUMBUS AVENUE,10024,2125793100,American,A
LITE DELITE CAFE (EQUINOX),2465,BROADWAY,10025,2127991111,American,A
AUX EPICES,121,BAXTER STREET,10013,2122748585,Asian,A
SIMIT AND SMITH,124,W 72ND ST,10023,2124966605,Bagels/Pretzels,A
AROMA ESPRESSO BAR,161,WEST   72 STREET,10023,2125957700,Caf̩/Coffee/Tea,A
THE RIBBON,20,W 72ND ST,10023,2127875656,American,A
GOMI-WINE-FOOD-FRIENDS,186,AVENUE A,10009,6467070707,Tapas,A
SPAGHETTI INCIDENT,231,ELDRIDGE ST,10002,6468961446,Italian,A
SFILATINO ITALIAN GOURMET,342,WEST   57 STREET,10019,6464769856,Italian,A
QUANTUM LEAP,226,THOMPSON ST,10012,2126778050,Vegetarian,A
AWASH ETHIOPIAN RESTAURANT,947,AMSTERDAM AVENUE,10025,2129611416,Ethiopian,A
CHIPOTLE MEXICAN GRILL,620,9 AVENUE,10036,2122473275,Tex-Mex,A
GOOD NIGHT SONNY,134,1ST AVE,10009,9173328432,American,A
BOWERY ELECTRIC,327,BOWERY,10003,2122280228,American,A
TERRI,100,MAIDEN LANE,10038,2127427901,Vegetarian,A
STARBUCKS,471,BROADWAY,10013,2122198787,Caf̩/Coffee/Tea,A
CAFE DU SOLEIL,245,WEST  104 STREET,10025,2123165000,French,A
PHILLIP MARIE,569,HUDSON STREET,10014,2122426200,American,A
ORIENTAL PALACE KITCHEN,1728,MADISON AVENUE,10029,2125346087,Chinese,A
KENNY'S BAKERY,126,DYCKMAN STREET,10040,2125698414,Bakery,A
THE GREEK KITCHEN  CLINTON BAKERY CAFE,889,10 AVENUE,10019,2125814300,Greek,A
MEZETTO,205,ALLEN STREET,10002,2129334587,Mediterranean,A
ANYWAY CAFE,34,EAST    2 STREET,10003,2125333412,Russian,A
WOLFGANG'S STEAKHOUSE,200,EAST   54 STREET,10022,2125889653,Steak,A
AQUA GRILL,210,SPRING STREET,10012,2122740505,Seafood,A
FAIRFAX,234,W 4TH ST,10014,2123210298,American,A
LUI'S THAI FOOD,128,E 4TH ST,10003,6466699310,Thai,A
CHA CHA'S BACKYARD GARDEN BAR & CAFE,113,MULBERRY STREET,10013,2124319755,Italian,A
88 CHINESE RESTAURANT,473,LENOX AVENUE,10037,2122811288,Chinese,A
NUTS.COM,2,PENN STATION,10119,9179745957,Not Listed/Not Applicable,A
FONDA,40,AVENUE B,10009,2126774096,Mexican,A
BUENOS AIRES,513,EAST    6 STREET,10009,2122282775,Spanish,A
DYCKMAN EXPRESS RESTAURANT,101,DYCKMAN STREET,10040,2125672288,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
LUCIEN RESTAURAUNT,14,1 AVENUE,10009,2122606481,French,A
N.Y. ACADEMY OF SCIENCE,250,GREENWICH STREET,10007,2122988623,American,A
DUNKIN' DONUTS,90,BROAD ST,10004,2124227991,American,A
EL JOBITO RESTAURANT,1579,ST NICHOLAS AVENUE,10040,6465902495,Spanish,A
SUBWAY,442,W 45TH ST,10036,2129918945,Sandwiches,A
NEW HONG KONG KITCHEN,1907,LEXINGTON AVE,10035,2125345533,Chinese,A
BXL CAFE,125,WEST   43 STREET,10036,2127680200,American,A
ACCRA RESTAURANT,2065,7 AVENUE,10027,6469825616,African,A
O'FLANAGAN'S,1215,1 AVENUE,10065,2124390660,American,A
TIO PIO WEST,46,WEST   36 STREET,10018,2122396633,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
MCDONALD'S,541,6TH AVE,10011,2124638869,Hamburgers,A
THE HORSEBOX,218,AVENUE A,10009,6463701791,American,A
GUARDIAN LIFE EMPLOYEE CAFETERIA,7,HANOVER SQUARE,10004,2129192699,Continental,A
LUSARDI'S RESTAURANT,1494,SECOND AVENUE,10075,2122492020,Italian,A
CAFE GRUMPY,177,MOTT ST,10012,2122266810,Caf̩/Coffee/Tea,A
IRVING FARM,224,WEST   79 STREET,10024,2128747979,Caf̩/Coffee/Tea,A
PREVITI PIZZA,122,EAST   41 STREET,10017,2125574992,Pizza,A
PICA POLLO 809,1636,SAINT NICHOLAS AVE,10040,3476919057,Spanish,A
BLUESTONE LANE,435,W 31ST ST,10001,2125643504,Australian,A
BEER PUB (BRIDGE PUB),4,PENN PLZ,10121,2124656273,American,A
TAPROOM NO. 307,307,3 AVENUE,10010,2127254766,American,A
THE GREEN TABLE(CHELSEA MARKET),428,WEST   16 STREET,10011,2127419174,American,A
SWEETGREEN,1500,3RD AVE,10028,6466660860,Salads,A
ASIAM THAI CUISINE,259,FIRST AVENUE,10003,2122287880,Thai,A
PANERA BREAD,330,5TH AVE,10001,2129678683,American,A
LA PULPERIA,1626,2ND AVE,10028,2129330757,Spanish,A
LAZARD FRERES,30,ROCKEFELLER PLAZA,10112,2126326173,American,A
PETROSSIAN BOUTIQUE,911,7 AVENUE,10019,2122452217,French,A
SOBA-YA,229,EAST    9 STREET,10003,2125336966,Japanese,A
SWEET CHEF SOUTHERN STYLES BAKERY,122,HAMILTON PLACE,10031,2128625909,Bakery,A
BECKETT'S,81,PEARL STREET,10004,2122691001,American,A
UMBERTO'S CLAM HOUSE,132,MULBERRY STREET,10013,2124317545,Italian,A
NAPLES 45 RESTAURANT,200,PARK AVENUE,10003,2129727001,Italian,A
KRISPY KREME,2,PENN PLAZA,10121,2126950428,Donuts,A
PARKER & QUINN,63,WEST 38TH STREET,10018,2127290277,American,A
STARBUCKS,151,WEST   34 STREET,10001,2125647025,Caf̩/Coffee/Tea,A
AQUAVIT,65,EAST   55 STREET,10022,2123077311,Scandinavian,A
MURRAY'S BAGELS,500,AVENUE OF THE AMERICAS,10011,2124622830,Bagels/Pretzels,A
BLUE RIBBON,97,SULLIVAN ST,10012,2122740404,American,A
ARGOTEA,239,GREENE STREET,10003,2129984153,American,A
KOSHER DELUXE,10,WEST   46 STREET,10036,2128696699,Jewish/Kosher,A
CITY DINER,2441,BROADWAY,10024,2128772720,American,A
GIGINO AT WAGNER PARK,20,BATTERY PLACE,10004,2125282228,Italian,A
MILL KOREAN RESTAURANT,2895,BROADWAY,10025,2126667653,Korean,A
NEW GOLDEN CHOPSTICKS,77,PEARL ST,10004,2128250314,Chinese,A
VICKY'S DINER,805,WEST  187 STREET,10033,2129278458,American,A
RISTORANTE SETTEPANI,196,LENOX AVENUE,10026,9174924806,Italian,A
GAMMEEOK,9,W 32ND ST,10001,2128681180,Korean,A
IL TINELLO RISTORANTE,16,WEST   56 STREET,10019,2122454388,Italian,A
SUSHI-TERIA,350,5TH AVE,10118,2126290000,Japanese,A
SMILE TO GO,22,HOWARD STREET,10013,6468633893,American,A
WALKER'S RESTAURANT,16,NORTH MOORE STREET,10013,2129410142,American,A
HARRINGTON'S BAR & GRILL,370,7 AVENUE,10001,2127363636,American,A
REGGAE SUN DELIGHTS NATURAL JUICE BAR,227229,WEST 145 STREET,10039,3474726265,"Juice, Smoothies, Fruit Salads",A
TAQUERIA GUADALUPE,1743,LEXINGTON AVENUE,10029,2128286520,Mexican,A
BUFFALO BOSS,17,W 125TH ST,10027,7189230800,Chicken,A
GINGERS (DOUBLE TREE HOTEL),1568,BROADWAY,10036,2127191600,American,A
INTERCONTINENTAL BARCLAY -  LOBBY   RESTAURANT,111,E 48TH ST,10004,2127555900,American,A
12 CHAIRS,56,MACDOUGAL STREET,10012,2122548640,American,A
NEW YORK BURGER CO,678,6 AVENUE,10010,2122291404,Hamburgers,A
GOOD BEER,422,EAST    9 STREET,10009,2126774836,"Bottled beverages, including water, sodas, juices, etc.",A
TREE,190,1 AVENUE,10009,2123587171,French,A
NO.1 KITCHEN,265,1 AVENUE,10003,2125290539,Chinese,A
NEW WONJO RESTAURANT,23,WEST   32 STREET,10001,2126955815,Korean,A
HUDSON DINER,468,HUDSON STREET,10014,2126279191,American,A
TAKOYAKI BAR,366,W 52ND ST,10019,2124591900,Japanese,A
FLASH DANCERS,1674,BROADWAY,10019,2123155107,American,A
VIN ET FLEURS,69,THOMPSON STREET,10012,2129665417,French,A
THE DUTCH,131,SULLIVAN STREET,10012,2126776200,American,A
"DUNKIN' DONUTS, BASKIN ROBBINS",745,2 AVENUE,10016,2126812482,Donuts,A
STARBUCKS,145,2 AVENUE,10003,2127800027,Caf̩/Coffee/Tea,A
GEORGETOWN CUPCAKE SOHO,111,MERCER STREET,10012,2124314504,Bakery,A
NANO,691,TENTH AVE,10036,6466494678,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
LITTLE OCHIE JAMAICAN CUISINE,2492,7 AVENUE,10030,2122346300,Caribbean,A
COMO PIZZA,4035,BROADWAY,10032,2129287867,Pizza,A
TOTTO RAMEN,248,E 52ND ST,10022,2124210052,Japanese,A
TRINITY PUB,229,EAST   84 STREET,10028,2123274450,American,A
CIRCA TABAC,32,WATTS STREET,10013,2129411781,American,A
DUNKIN' DONUTS,80,JOHN ST,10038,2122320020,Donuts,A
GREECOLOGIES,379,BROOME ST,10013,2129410100,Greek,A
CHOP'T,666,3 AVENUE,10017,6468639052,Salads,A
STARBUCKS,220,EAST   42 STREET,10017,2128671264,Caf̩/Coffee/Tea,A
LITE DELITE CAFE (EQUINOX),2465,BROADWAY,10025,2127991111,American,A
ANTIQUE GARAGE,41,MERCER STREET,10013,2122191019,Mediterranean,A
THE SHIP,158,LAFAYETTE ST,10013,2122198496,American,A
JING FONG RESTAURANT,20,ELIZABETH STREET,10013,2129645256,Chinese,A
DJ REYNOLDS PUB AND RESTAURANT,351,WEST   57 STREET,10019,2122452912,Irish,A
CAPITOL RESTAURANT,4933,BROADWAY,10034,2129425090,American,A
TWO HANDS,164,MOTT ST,10013,9174751815,American,A
COMPLETE BODY & SPA,22,WEST   19 STREET,10011,2124145800,American,A
BAR VELOCE,175,SECOND AVENUE,10003,2122603200,Italian,A
GARLIC PIZZA BAR,629,2ND AVE,10016,6465599500,Pizza/Italian,A
OLD CASTLE PUB & RESTAURANT,160,WEST   54 STREET,10019,2124714860,American,A
T-SWIRL CREPE,247,E 14TH ST,10003,2126140200,Japanese,A
TASTI-D-LITE,1310,1ST AVE,10021,2127171221,"Ice Cream, Gelato, Yogurt, Ices",A
AMMA,246,EAST   51 STREET,10022,2126448330,Indian,A
TAO HONG BAKERY,79,CHRYSTIE STREET,10002,2122190981,Bakery,A
CAFE MAGGIO,1750,YORK AVENUE,10128,6469812291,American,A
GUANTANAMERA,939,8 AVENUE,10019,2122625354,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A
CAFE OLIVIERO,850,7 AVENUE,10019,2125821902,American,A
STARBUCKS,115,BROADWAY,10006,2127329268,Caf̩/Coffee/Tea,A
RAY'S PIZZA,829-831,7 AVENUE,10019,2129749381,Pizza,A
ANA'S PASTRY SHOP,701,WEST  180 STREET,10033,9175665914,Bakery,A
LARRY FLYNT'S HUSTLER CLUB,639641,WEST   51 STREET,10019,2122472460,American,A
CARROT TOP PASTRIES II,5025,BROADWAY,10034,2125691532,American,A
FALUCKA,162,BLEECKER STREET,10012,2127774555,American,A
NUBLU,62,AVENUE C,10009,6469432816,American,A
DOS TOROS TAQUERIA,11,CARMINE STREET,10014,2126272051,Tex-Mex,A
CRAVE FISH BAR,945,2 AVENUE,10022,6468959585,Seafood,A
Hole in the Wall Coffee Shop,420,5TH AVE,10018,3473287284,Caf̩/Coffee/Tea,A
NIRVANA,346,LEXINGTON AVENUE,10016,2129830000,Indian,A
RUSS & DAUGHTERS CAFE,127,ORCHARD ST,10002,2124754881,American,A
CHARLEY'S GRILLED SUBS,401,7TH AVE,10001,2125947817,American,A
AGEHA JAPANESE FUSION,767,9 AVENUE,10019,2125818188,Chinese/Japanese,A
CARIDAD RESTAURANT,3533,BROADWAY,10031,2128624053,Spanish,A
BARCLAY'S CAPITAL,745,7 AVENUE,10019,2125262181,American,A
LINKS CLUB,36,EAST   62 STREET,10065,2128388181,American,A
PALM RESTAURANT,200,CHAMBERS STREET,10007,6463956393,Steak,A
MCDONALD'S,429,7 AVENUE,10001,2127367890,Hamburgers,A
SIMPLY NATURAL,482,WEST   43 STREET,10036,2125636480,"Juice, Smoothies, Fruit Salads",A
HERBS THAI BISTRO,251,EAST   45 STREET,10017,2128089388,Thai,A
JIMMY'S ON 7TH STREET,43,EAST    7 STREET,10003,2129823006,American,A
THIRD RAIL COFFEE,159,2ND AVENUE,10003,2126197808,Caf̩/Coffee/Tea,A
LAKE COMO PIZZA,2549,AMSTERDAM AVENUE,10033,2127400110,Pizza,A
UNIVERSITY CENTER CAFE,65,5TH AVE,10003,2122295161,American,A
STARBUCKS,803,WEST  181 STREET,10033,2129274272,Caf̩/Coffee/Tea,A
